timestamp,DV_pressure_min,Motor_current_x_COMP1,Oil_temperature_min,H1_std,DV_pressure_max,DV_pressure_min_z,Motor_current_x_COMP1_z,Oil_temperature_min_z,H1_std_z,DV_pressure_max_z
2020-07-15 14:31:00,-0.009999999999998,0.0,81.85,0.0015055453054173336,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,2.6820967687299064,-0.5240201651649845,-0.14560194602934765
2020-07-15 14:32:00,-0.009999999999998,0.0,82.54999999999998,0.0015118578920377784,-0.0060000000000002,1.6862925372581525,-1.1357631932471433,2.939541280740544,-0.5240165320140905,-0.1425613577950802
2020-07-15 14:33:00,-0.009999999999998,0.0,82.69999999999999,0.0010954451150117018,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,2.994707961885683,-0.5242561945397884,-0.14560194602934765
2020-07-15 14:34:00,-0.009999999999998,0.0,83.07500000000002,0.013589211407093663,0.0079999999999991,1.6862925372581525,-1.1357631932471433,3.1326246647485374,-0.5170655228067419,-0.12127724015519749
2020-07-15 14:35:00,-0.009999999999998,0.0,83.4,0.0008164965809287466,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,3.2521524738963308,-0.5244167407907837,-0.14560194602934765
2020-07-15 14:36:00,-0.009999999999998,0.0,84.275,0.0012649110640677943,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,3.5739581139096326,-0.5241586599788639,-0.14560194602934765
2020-07-15 14:37:00,-0.009999999999998,0.0,84.375,0.0017888543820004576,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,3.610735901339722,-0.5238571092440495,-0.14560194602934765
2020-07-15 14:38:00,-0.009999999999998,0.0,84.54999999999998,0.0008164965809287466,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,3.675097029342376,-0.5244167407907837,-0.14560194602934765
2020-07-15 14:39:00,-0.009999999999998,0.0,84.875,0.0015055453054189278,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,3.79462483849018,-0.5240201651649836,-0.14560194602934765
2020-07-15 14:40:00,-0.009999999999998,0.0,85.525,0.0,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,4.033680456785778,-0.5248866678525965,-0.14560194602934765
2020-07-15 14:41:00,-0.009999999999998,0.0,85.775,0.0,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,4.125624925361007,-0.5248866678525965,-0.14560194602934765
2020-07-15 14:42:00,-0.009999999999998,0.0,86.17500000000001,0.0012649110640677948,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,4.272736075081375,-0.5241586599788639,-0.14560194602934765
2020-07-15 14:43:00,-0.009999999999998,0.0,86.27499999999998,0.0015055453054188973,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,4.309513862511454,-0.5240201651649836,-0.14560194602934765
2020-07-15 14:44:00,-0.009999999999998,0.0,86.94999999999999,0.0008164965809272361,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,4.557763927664577,-0.5244167407907846,-0.14560194602934765
2020-07-15 14:45:00,-0.009999999999998,0.0,87.20000000000002,0.001032795558988025,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,4.6497083962398165,-0.5242922519128059,-0.14560194602934765
2020-07-15 14:46:00,-0.009999999999998,0.0,87.15,0.0016329931618563175,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,4.631319502524766,-0.5239468137289717,-0.14560194602934765
2020-07-15 14:47:00,-0.009999999999998,0.0,87.375,0.001032795558988025,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,4.71406952424247,-0.5242922519128059,-0.14560194602934765
2020-07-15 14:48:00,-0.009999999999998,0.0,87.35,0.001032795558988025,-0.0060000000000002,1.6862925372581525,-1.1357631932471433,4.704875077384946,-0.5242922519128059,-0.1425613577950802
2020-07-15 14:49:00,-0.009999999999998,0.0,87.5,0.001032795558988025,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,4.760041758530085,-0.5242922519128059,-0.14560194602934765
2020-07-15 14:50:00,-0.009999999999998,0.0,86.875,0.002658320271650387,-0.0060000000000002,1.6862925372581525,-1.1357631932471433,4.530180587092013,-0.5233566961860979,-0.1425613577950802
2020-07-15 14:51:00,-0.009999999999998,0.0,86.75,0.001799470821683795,-0.0079999999999991,1.6862925372581525,-1.1357631932471433,4.484208352804398,-0.5238509990502975,-0.14560194602934765
